region,lon,lat,e,d,date,road_type,accident_type,collision_type,severity,weather,vehicle_type,car_brand,age
Prague,14.4082349494824,50.03809822476041,-1048325,-744482,10.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,45
Prague,14.40794797965367,50.08126621060707,-1043566,-743847,10.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,22
Prague,14.496907892699591,50.12002665154865,-1040160,-736956,10.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,HONDA,23
Prague,14.370658418655049,50.056895565888404,-1045886,-746862,11.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,30
Prague,14.463536934483498,50.11892439449039,-1039958,-739337,11.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HARLEY,43
Prague,14.386839793951594,50.12875934663273,-1038127,-744621,11.05.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,66
Prague,14.443925301663443,50.07532950698048,-1044571,-741386,11.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,FORD,27
Prague,14.501127917274525,50.06166674332751,-1046632,-737535,11.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,MERCEDES,37
Prague,14.529464024285067,50.06985206829276,-1046004,-735402,12.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,AUDI,54
Prague,14.293165613942216,50.09585856485817,-1040831,-751760,12.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,PIAGGIO,54
Prague,14.55710233517339,50.10597888211691,-1042289,-732901,12.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,HONDA,43
Prague,14.415061401252736,50.087242464371705,-1042977,-743252,14.05.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,23
Prague,14.443735718505286,50.12109857372917,-1039526,-740707,15.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,35
Prague,14.409313571551415,50.10117313230798,-1041386,-743448,15.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Rain,Car,ŠKODA,53
Prague,14.501259624558477,50.0658980034973,-1046167,-737462,15.05.2023,Local Road,Tram Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,41
Prague,14.363060050659755,50.051317218503776,-1046426,-747486,16.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,SUZUKI,48
Prague,14.488050627769757,50.07903832951609,-1044591,-738201,19.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,BMW,52
Prague,14.499939636478556,50.00572584632389,-1052785,-738461,19.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,PIAGGIO,28
Prague,14.444852704510115,50.100795585216474,-1041774,-740935,19.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,YAMAHA,55
Prague,14.335347693844701,50.070466516730725,-1044044,-749159,19.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,68
Prague,14.505696053520792,50.146714444566584,-1037304,-735932,20.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,YAMAHA,34
Prague,14.448675833978548,50.06594768011238,-1045651,-741191,20.05.2023,Local Road,Tram Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,30
Prague,14.575785005058767,50.140108886817764,-1038707,-731067,20.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,SUZUKI,22
Prague,14.270710131057983,50.04458354686746,-1046257,-754140,21.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,TOYOTA,42
Prague,14.416973976661911,50.04619778928422,-1047518,-743739,22.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,MAZDA,31
Prague,14.55499945747486,50.13117406078097,-1039492,-732673,22.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,SUZUKI,52
Prague,14.468010951000945,50.102693012465636,-1041790,-739265,22.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,BMW,60
Prague,14.396556945295423,50.09485939887812,-1041957,-744448,22.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,34
Prague,14.394984326802374,50.10265252275645,-1041083,-744441,23.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,29
Prague,14.36459744894708,50.05059190791602,-1046521,-747388,23.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,33
Prague,14.484729924290038,50.158041370591185,-1035853,-737246,23.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,38
Prague,14.408061376154965,50.07368862406337,-1044402,-743954,23.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,SUZUKI,40
Prague,14.31559516376246,50.024083309413825,-1048959,-751270,24.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,35
Prague,14.31559516376246,50.024083309413825,-1048959,-751270,24.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,22
Prague,14.490414534925813,50.08769483065096,-1043660,-737903,24.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,SUZUKI,30
Prague,14.487861435720967,50.04348469220092,-1048507,-738750,25.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Truck,FORD,53
Prague,14.487861435720967,50.04348469220092,-1048507,-738750,25.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,45
Prague,14.391982116812274,50.07119963302852,-1044519,-745132,25.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,BMW,54
Prague,14.397087848868972,50.095015425514276,-1041945,-744408,25.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,PIAGGIO,59
Prague,14.535617143770116,50.07262326057327,-1045758,-734924,26.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,43
Prague,14.543528659261463,50.10645338902708,-1042106,-733856,26.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,PIAGGIO,51
Prague,14.360121791126847,50.06957234647818,-1044386,-747416,26.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,27
Prague,14.500864933796805,50.06184327156253,-1046610,-737551,26.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,79
Prague,14.500864933796805,50.06184327156253,-1046610,-737551,26.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,40
Prague,14.580396985589609,50.03589616254084,-1050237,-732296,26.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,MERCEDES,28
Prague,14.580396985589609,50.03589616254084,-1050237,-732296,26.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,76
Prague,14.504748275246895,50.064072008457785,-1046402,-737242,27.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,39
Prague,14.34775611391575,50.01939842148432,-1049792,-749059,26.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLVO,60
Prague,14.680556895534025,50.073056203977664,-1047099,-724636,28.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,35
Prague,14.532564876355217,50.09239141235211,-1043550,-734844,26.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,NISSAN,80
Prague,14.472593225754236,50.054254751651705,-1047172,-739671,28.05.2023,Local Road,Tram Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,46
Prague,14.434516724857893,50.089935468065605,-1042870,-741832,28.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,28
Prague,14.490759306963202,50.07836910221846,-1044691,-738019,29.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,HYUNDAI,46
Prague,14.336416038872393,50.0716602979811,-1043923,-749065,29.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,BMW,56
Prague,14.396984244698503,49.97278352366293,-1055411,-746273,30.05.2023,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,BMW,34
Prague,14.437715071914004,50.086914690894766,-1043234,-741651,31.05.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,55
Prague,14.408398490071365,50.04444791784313,-1047627,-744374,31.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,22
Prague,14.422319475401974,50.06642984555723,-1045341,-743053,31.05.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,40
Prague,14.61923509754938,50.12135748029201,-1041190,-728268,01.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Truck,PEUGEOT,25
Prague,14.297776001178939,50.093466676536636,-1041140,-751470,01.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,APRILIA,53
Prague,14.342114914352777,49.99717233102145,-1052185,-749799,02.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,57
Prague,14.537939518460757,50.10172706822834,-1042573,-734323,02.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,36
Prague,14.49005388034453,50.03727086016796,-1049213,-738688,02.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,TOYOTA,57
Prague,14.50465077357367,50.138337880741865,-1038217,-736132,31.05.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,SUZUKI,48
Prague,14.470272502477926,50.07835328374049,-1044494,-739472,02.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,28
Prague,14.283656825437184,50.03258366735267,-1047707,-753406,04.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,31
Prague,14.283656825437184,50.03258366735267,-1047707,-753406,04.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,33
Prague,14.580379405070156,50.03591277548031,-1050235,-732297,05.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,FORD,68
Prague,14.501082345066754,50.11957644986358,-1040250,-736667,05.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,PEUGEOT,30
Prague,14.411193462831218,50.002192157040966,-1052310,-744817,05.06.2023,Local Road,Tram Collision,From Side (T-bone),Slight,Good,Car,DACIA,36
Prague,14.452849777194329,50.08625492030744,-1043454,-740588,05.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,TOYOTA,48
Prague,14.370320936721589,50.09252813345549,-1041957,-746343,06.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,YAMAHA,40
Prague,14.439722134280315,50.048375523825136,-1047500,-742092,06.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,48
Prague,14.447251371271404,50.0365260633181,-1048879,-741737,07.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,70
Prague,14.392642678767833,50.11586858254049,-1039604,-744406,07.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,PEUGEOT,40
Prague,14.392642678767833,50.11586858254049,-1039604,-744406,07.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,48
Prague,14.366619256651981,50.07674090830205,-1043660,-746846,07.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,46
Prague,14.49082699400277,50.0336273121349,-1049622,-738688,07.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,59
Prague,14.393868312068625,50.12193137362517,-1038948,-744227,08.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,HYUNDAI,34
Prague,14.29371120891554,50.061873838109705,-1044580,-752243,08.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,17
Prague,14.405282787340777,50.078497615917776,-1043845,-744078,09.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,16
Prague,14.494000291954228,50.14699498818383,-1037160,-736756,12.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,32
Prague,14.44598386555532,50.093644184634684,-1042573,-740963,12.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,PIAGGIO,41
Prague,14.467740138268008,50.03897076812628,-1048809,-740246,12.06.2023,Local Road,Moving Vehicle Collision,Rear,Serious,Good,Motorcycle,YAMAHA,55
Prague,14.488578414910284,49.993436267136445,-1054029,-739453,12.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,27
Prague,14.580379405070156,50.03591277548031,-1050235,-732297,13.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,61
Prague,14.283996528237878,50.069481054195236,-1043646,-752815,13.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,DACIA,33
Prague,14.409630298346256,50.05944209357083,-1045987,-744059,13.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Motorcycle,KAWASAKI,23
Prague,14.393878493128424,50.06531411553334,-1045186,-745087,13.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Motorcycle,HONDA,49
Prague,14.483805938717452,50.07114178998209,-1045420,-738621,13.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,TOYOTA,58
Prague,14.288838140119,50.055072796006016,-1045281,-752693,13.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,KTM,46
Prague,14.403715447135633,50.03649898490556,-1048457,-744827,13.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,49
Prague,14.352500342482273,50.022690411466634,-1049476,-748672,14.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,BMW,51
Prague,14.46484679406978,49.979580801956054,-1055325,-741348,14.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,32
Prague,14.336933636702861,50.094118416702564,-1041454,-748685,15.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,28
Prague,14.60656685832448,50.01549387369358,-1052737,-730742,16.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,KTM,18
Prague,14.349935087986053,50.08767163266563,-1042292,-747862,16.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,32
Prague,14.421974180240069,50.07906014458135,-1043946,-742886,16.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,46
Prague,14.355708873887997,50.088113672185976,-1042300,-747446,16.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,DACIA,50
Prague,14.355708873887997,50.088113672185976,-1042300,-747446,16.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,HONDA,30
Prague,14.439009705234177,50.07417807372188,-1044650,-741752,17.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Rain,Car,VOLVO,34
Prague,14.435624718833987,50.07840752203124,-1044151,-741928,18.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,27
Prague,14.475893865266707,50.07811345530387,-1044575,-739077,18.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,HONDA,50
Prague,14.472579057132698,50.11941217312021,-1039992,-738689,19.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,KAWASAKI,43
Prague,14.4990144191635,50.11841486226444,-1040358,-736831,19.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,BMW,22
Prague,14.4990144191635,50.11841486226444,-1040358,-736831,19.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,AUDI,19
Prague,14.54337799038402,50.0902797443424,-1043887,-734109,19.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,52
Prague,14.274552288228024,50.04571886288947,-1046170,-753850,19.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,IVECO,59
Prague,14.274552288228024,50.04571886288947,-1046170,-753850,19.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,RENAULT,59
Prague,14.39785022384168,50.07046818220023,-1044657,-744727,20.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,YAMAHA,41
Prague,14.489746359890827,50.131938708589,-1038778,-737284,20.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,29
Central Bohemia,14.58060721965611,49.9737345641201,-1057090,-733209,20.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,IVECO,62
Prague,14.384686594994454,50.09284328291168,-1042063,-745320,20.06.2023,Local Road,Tram Collision,Side (Lateral),Slight,Good,Car,ŠKODA,29
Prague,14.452878339361591,50.1336214680568,-1038235,-739870,20.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,BMW,19
Prague,14.537079133473835,50.05836899277301,-1047343,-735034,21.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,47
Prague,14.337862130713818,50.04925039972587,-1046406,-749305,21.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,63
Prague,14.566767014981817,50.07787805003919,-1045479,-732636,22.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,BMW,39
Prague,14.546442600227538,50.00887386693747,-1052888,-735111,22.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Motorcycle,HONDA,48
Prague,14.340793620915358,50.05533989364079,-1045764,-749004,22.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,22
Prague,14.603029212445987,50.080701529078034,-1045516,-730022,22.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,MERCEDES,23
Prague,14.327333520120103,50.07551459408875,-1043409,-749650,23.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,38
Prague,14.447238167874199,50.10859325611711,-1040938,-740648,23.06.2023,Local Road,Tram Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,54
Prague,14.530681189293382,50.05216439021226,-1047965,-735581,24.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,AUDI,44
Prague,14.355316663552976,50.02446672165975,-1049308,-748445,26.06.2023,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HUSQVARNA,26
Prague,14.295371559720552,50.1032006716136,-1040044,-751491,26.06.2023,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,44
Prague,14.458559468077276,50.11353974133709,-1040503,-739771,28.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,76
Prague,14.534911939208307,50.10583578784511,-1042091,-734476,28.06.2023,Local Road,Tram Collision,Frontal,Slight,Good,Car,RENAULT,55
Prague,14.38288818567071,50.03386726777767,-1048543,-746345,29.06.2023,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,SEAT,58
Prague,14.308274498815017,50.07931056712298,-1042803,-750943,29.06.2023,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,22
